mot;DÉFINITION;préfixe;suffixe;niveau préfixe;niveau suffixe;unicité préfixe;unicité suffixe;fréq. préfixe;fréq. suffixe
scatophile;AMOUREUX  DE L'EXCRÉMENT;scato;phile;2;1;scato;philo;Moyen;Frequent
schizocéphale;TÊTE  FENDU(E);schizo;céphale;2;2;;;Frequent;Frequent
schizocère;CORNE  FENDU(E);schizo;cère;2;3;;cérato;Frequent;Frequent
schizocyte;CELLULE  FENDU(E);schizo;cyte;2;2;;;Frequent;Frequent
schizogamie;MARIAGE  FENDU(E);schizo;gamie;2;2;;game;Frequent;Frequent
schizogenèse;CRÉATION  FENDU(E);schizo;genèse;2;2;;gène;Frequent;Frequent
schizogonie;PROCRÉATION  FENDU(E);schizo;gonie;2;2;;gono (gonos);Frequent;Moyen
schizoïde;APPARENCE  FENDU(E);schizo;ïde;2;3;;;Frequent;Frequent
schizolithe;PIERRE  FENDU(E);schizo;lithe;2;2;;litho;Frequent;Frequent
schizomanie;OBSESSION  FENDU(E);schizo;manie;2;2;;mane (mania);Frequent;Frequent
schizomélie;MEMBRE  FENDU(E);schizo;mélie;2;3;;mélos : membre;Frequent;Moyen
schizomycète;CHAMPIGNON  FENDU(E);schizo;mycète;2;2;;;Frequent;Moyen
schizopathie;MALADIE  FENDU(E);schizo;pathie;2;2;;patho (souffrance);Frequent;Frequent
schizophasie;DIRE  FENDU(E);schizo;phasie;2;3;;;Frequent;Moyen
schizophasique;DIRE  FENDU(E);schizo;phasique;2;3;;;Frequent;Moyen
schizophrène;ESPRIT  FENDU(E);schizo;phrène;2;2;;;Frequent;Rare
schizophrénie;ESPRIT  FENDU(E);schizo;phrénie;2;2;;;Frequent;Moyen
schizopode;PIED  FENDU(E);schizo;pode;2;2;;;Frequent;Frequent
schizoptère;AILE  FENDU(E);schizo;ptère;2;2;;;Frequent;Frequent
schizostome;BOUCHE  FENDU(E);schizo;stome;2;3;;;Frequent;Frequent
sélénhydrique;EAU  DE LA LUNE;sélén;hydrique;3;1;;hydro;Rare;Moyen
sélénide;APPARENCE  DE LA LUNE;sélén;ide;3;3;;eidos;Rare;Frequent
sélénique;À PROPOS  DE LA LUNE;sélén;ique;3;2;;;Rare;Frequent
sélénocentrique;CENTRÉ  DE LA LUNE;séléno;centrique;3;1;;centro;Moyen;Frequent
sélénodonte;DENT  DE LA LUNE;sélén(o);odonte;3;3;;;Moyen;Frequent
sélénographe;QUI ÉCRIT  DE LA LUNE;séléno;graphe;3;2;;grapho;Moyen;Frequent
sélénographie;ÉCRITURE  DE LA LUNE;séléno;graphie;3;2;;grapho;Moyen;Frequent
sélénographique;ÉCRITURE  DE LA LUNE;séléno;graphique;3;2;;grapho;Moyen;Frequent
sélénologie;ÉTUDE  DE LA LUNE;séléno;logie;3;1;;logo;Moyen;Frequent
sélénologue;SPÉCIALISTE / DISCOURS  DE LA LUNE;séléno;logue;3;1;;logo;Moyen;Frequent
sélénomanie;OBSESSION  DE LA LUNE;séléno;manie;3;2;;mane (mania);Moyen;Frequent
sélénophène;APPARITION  DE LA LUNE;séléno;phène;3;3;;;Moyen;Moyen
sélénostat;MAINTIEN  DE LA LUNE;séléno;stat;3;2;;statos;Moyen;Frequent
sémiographie;ÉCRITURE  DU SENS;sémio;graphie;3;2;sémio;grapho;Moyen;Frequent
sémiographique;ÉCRITURE  DU SENS;sémio;graphique;3;2;sémio;grapho;Moyen;Frequent
sémiologie;ÉTUDE  DU SENS;sémio;logie;3;1;sémio;logo;Moyen;Frequent
sémiologique;ÉTUDE  DU SENS;sémio;logique;3;1;sémio;logo;Moyen;Frequent
sémiologiste;SPÉCIALISTE  DU SENS;sémio;logiste;3;1;sémio;logo;Moyen;Frequent
sémiologue;SPÉCIALISTE / DISCOURS  DU SENS;sémio;logue;3;1;sémio;logo;Moyen;Frequent
sémiométrie;MESURE  DU SENS;sémio;métrie;3;1;sémio;métro (métron);Moyen;Frequent
septuagénaire;AGÉ(E)  SOIXANTE-DIX;septua;génaire;2;2;;;Rare;Moyen
sérodiagnostic;DIAGNOSTIC  DU SÉRUM;séro;diagnostic;3;1;;;Moyen;Moyen
sérologie;ÉTUDE  DU SÉRUM;séro;logie;3;1;;logo;Moyen;Frequent
sérologique;ÉTUDE  DU SÉRUM;séro;logique;3;1;;logo;Moyen;Frequent
sérologiste;SPÉCIALISTE  DU SÉRUM;séro;logiste;3;1;;logo;Moyen;Frequent
sérothèque;RANGEMENT  DU SÉRUM;séro;thèque;3;2;;;Moyen;Frequent
sérothérapie;MÉDECINE  DU SÉRUM;séro;thérapie;3;1;;thérapie;Moyen;Frequent
sérothérapique;MÉDECINE  DU SÉRUM;séro;thérapique;3;1;;thérapie;Moyen;Frequent
sérotype;EMPREINTE  DU SÉRUM;séro;type;3;2;;;Moyen;Frequent
sérotypie;EMPREINTE  DU SÉRUM;séro;typie;3;2;;;Moyen;Moyen
sérozyme;LEVAIN -> ENZYME  DU SÉRUM;séro;zyme;3;3;;;Moyen;Moyen
sexagénaire;AGÉ(E)  SOIXANTE;sexa;génaire;2;2;;;Rare;Moyen
sexologie;ÉTUDE  DU SEXE;sexo;logie;1;1;sexo;logo;Moyen;Frequent
sexologique;ÉTUDE  DU SEXE;sexo;logique;1;1;sexo;logo;Moyen;Frequent
sexologue;SPÉCIALISTE / DISCOURS  DU SEXE;sexo;logue;1;1;sexo;logo;Moyen;Frequent
sexonomie;LOI  DU SEXE;sexo;nomie;1;2;sexo;;Moyen;Frequent
sexothérapeute;MÉDECIN  DU SEXE;sexo;thérapeute;1;1;sexo;thérapie;Moyen;Moyen
sexothérapie;MÉDECINE  DU SEXE;sexo;thérapie;1;1;sexo;thérapie;Moyen;Frequent
sexothérapique;MÉDECINE  DU SEXE;sexo;thérapique;1;1;sexo;thérapie;Moyen;Frequent
sidérable;QUI PEUT ÊTRE  DE L'ASTRE -> DE LA STUPEUR;sidér;able;2;1;;;Moyen;Moyen
sidération;ACTION  DE L'ASTRE -> DE LA STUPEUR;sidér;ation;2;2;;ation;Moyen;Frequent
sidérémie;SANG  DU FER;sidér;émie;2;3;sidéro;;Moyen;Frequent
sidérique;À PROPOS  DE L'ASTRE -> DE LA STUPEUR;sidér;ique;2;2;;;Moyen;Frequent
sidéroblaste;GERME  DU FER;sidéro;blaste;2;3;sidéro;;Frequent;Frequent
sidérochrome;COULEUR  DU FER;sidéro;chrome;2;1;sidéro;chromo;Frequent;Frequent
sidérocyte;CELLULE  DU FER;sidéro;cyte;2;2;sidéro;;Frequent;Frequent
sidérographie;ÉCRITURE  DU FER;sidéro;graphie;2;2;sidéro;grapho;Frequent;Frequent
sidérolithe;PIERRE  DU FER;sidéro;lithe;2;2;sidéro;litho;Frequent;Frequent
sidérolithique;PIERRE  DU FER;sidéro;lithique;2;2;sidéro;litho;Frequent;Frequent
sidéromancie;PRÉDICTION  DU FER;sidéro;mancie;2;2;sidéro;mancie;Frequent;Frequent
sidéronécrose;MORT  DU FER;sidéro;nécrose;2;2;sidéro;nécro;Frequent;Moyen
sidéropénie;PAUVRETÉ  DU FER;sidéro;pénie;2;3;sidéro;;Frequent;Frequent
sidéropexie;FIXATION  DU FER;sidéro;pexie;2;3;sidéro;;Frequent;Frequent
sidérophage;MANGEUR  DU FER;sidéro;phage;2;2;sidéro;phago;Frequent;Frequent
sidérophile;AMOUREUX  DU FER;sidéro;phile;2;1;sidéro;philo;Frequent;Frequent
sidérophilie;AMOUR  DU FER;sidéro;philie;2;1;sidéro;philo;Frequent;Frequent
sidérophore;PORTEUR  DU FER;sidéro;phore;2;3;sidéro;phore;Frequent;Frequent
sidérostat;MAINTIEN  DU FER;sidéro;stat;2;2;sidéro;statos;Frequent;Frequent
sidérotechnie;TECHNIQUE  DU FER;sidéro;technie;2;1;sidéro;;Frequent;Moyen
sidérotechnique;TECHNIQUE  DU FER;sidéro;technique;2;1;sidéro;;Frequent;Frequent
sidérothérapie;MÉDECINE  DU FER;sidéro;thérapie;2;1;sidéro;thérapie;Frequent;Frequent
sidérurgie;TRAVAIL  DU FER;sidér;urgie;2;2;sidéro;ergo;Moyen;Moyen
sidérurgique;TRAVAIL  DU FER;sidér;urgique;2;2;sidéro;ergo;Moyen;Moyen
sidérurgiste;TRAVAILLEUR  DU FER;sidér;urgiste;2;2;sidéro;ergo;Moyen;Rare
sidérurie;URINE  DU FER;sidér;urie;2;2;sidéro;;Moyen;Frequent
sismogenèse;CRÉATION  DU TREMBLEMENT DE TERRE;sismo;genèse;2;2;;gène;Moyen;Frequent
sismogénique;DÉVELOPPEMENT  DU TREMBLEMENT DE TERRE;sismo;génique;2;2;;gène;Moyen;Frequent
sismogramme;ÉCRITURE  DU TREMBLEMENT DE TERRE;sismo;gramme;2;2;;gramma;Moyen;Frequent
sismographe;QUI ÉCRIT  DU TREMBLEMENT DE TERRE;sismo;graphe;2;2;;grapho;Moyen;Frequent
sismographie;ÉCRITURE  DU TREMBLEMENT DE TERRE;sismo;graphie;2;2;;grapho;Moyen;Frequent
sismographique;ÉCRITURE  DU TREMBLEMENT DE TERRE;sismo;graphique;2;2;;grapho;Moyen;Frequent
sismologie;ÉTUDE  DU TREMBLEMENT DE TERRE;sismo;logie;2;1;;logo;Moyen;Frequent
sismologique;ÉTUDE  DU TREMBLEMENT DE TERRE;sismo;logique;2;1;;logo;Moyen;Frequent
sismologue;SPÉCIALISTE / DISCOURS  DU TREMBLEMENT DE TERRE;sismo;logue;2;1;;logo;Moyen;Frequent
sismomètre;MESUREUR  DU TREMBLEMENT DE TERRE;sismo;mètre;2;1;;métro (métron);Moyen;Frequent
sismométrie;MESURE  DU TREMBLEMENT DE TERRE;sismo;métrie;2;1;;métro (métron);Moyen;Frequent
sismothérapie;MÉDECINE  DU TREMBLEMENT DE TERRE;sismo;thérapie;2;1;;thérapie;Moyen;Frequent
sociable;QUI PEUT ÊTRE  PARTAGÉ(E);soci;able;1;1;;;Moyen;Moyen
sociation;ACTION  PARTAGÉ(E);soci;ation;1;2;;ation;Moyen;Frequent
sociocentrisme;CENTRAGE  PARTAGÉ(E);socio;centrisme;1;1;;centro;Frequent;Moyen
sociocratie;GOUVERNANCE  PARTAGÉ(E);socio;cratie;1;1;;crate;Frequent;Frequent
sociocratique;GOUVERNANCE  PARTAGÉ(E);socio;cratique;1;1;;crate;Frequent;Frequent
socioculture;CULTURE  PARTAGÉ(E);socio;culture;1;2;;cult;Frequent;Frequent
sociodrame;THÉÂTRE  PARTAGÉ(E);socio;drame;1;1;;;Frequent;Moyen
sociogenèse;CRÉATION  PARTAGÉ(E);socio;genèse;1;2;;gène;Frequent;Frequent
sociogénétique;CRÉATION  PARTAGÉ(E);socio;génétique;1;2;;gène;Frequent;Frequent
sociogramme;ÉCRITURE  PARTAGÉ(E);socio;gramme;1;2;;gramma;Frequent;Frequent
sociographie;ÉCRITURE  PARTAGÉ(E);socio;graphie;1;2;;grapho;Frequent;Frequent
sociographique;ÉCRITURE  PARTAGÉ(E);socio;graphique;1;2;;grapho;Frequent;Frequent
sociolâtrie;SERVITEUR -> MERCENAIRE -> ADORATION  PARTAGÉ(E);socio;lâtrie;1;2;;lâtre;Frequent;Moyen
sociologie;ÉTUDE  PARTAGÉ(E);socio;logie;1;1;;logo;Frequent;Frequent
sociologique;ÉTUDE  PARTAGÉ(E);socio;logique;1;1;;logo;Frequent;Frequent
sociologisme;ÉTUDE  PARTAGÉ(E);socio;logisme;1;1;;logo;Frequent;Frequent
sociologiste;SPÉCIALISTE  PARTAGÉ(E);socio;logiste;1;1;;logo;Frequent;Frequent
sociologue;SPÉCIALISTE / DISCOURS  PARTAGÉ(E);socio;logue;1;1;;logo;Frequent;Frequent
sociométrie;MESURE  PARTAGÉ(E);socio;métrie;1;1;;métro (métron);Frequent;Frequent
sociométrique;MESURAGE  PARTAGÉ(E);socio;métrique;1;1;;métro (métron);Frequent;Frequent
sociopathe;MALADE  PARTAGÉ(E);socio;pathe;1;2;;patho (souffrance);Frequent;Moyen
sociopathie;MALADIE  PARTAGÉ(E);socio;pathie;1;2;;patho (souffrance);Frequent;Frequent
sociopathique;MALADIE  PARTAGÉ(E);socio;pathique;1;2;;patho (souffrance);Frequent;Frequent
sociotechnique;TECHNIQUE  PARTAGÉ(E);socio;technique;1;1;;;Frequent;Frequent
sociothérapie;MÉDECINE  PARTAGÉ(E);socio;thérapie;1;1;;thérapie;Frequent;Frequent
sociothérapique;MÉDECINE  PARTAGÉ(E);socio;thérapique;1;1;;thérapie;Frequent;Frequent
solénodonte;DENT  DU TUYAU;solén(o);odonte;3;3;;;Moyen;Frequent
solénoglyphe;GRAVURE  DU TUYAU;soléno;glyphe;3;2;;;Moyen;Moyen
solénoïde;APPARENCE  DU TUYAU;soléno;ïde;3;3;;;Moyen;Frequent
solénome;TUMEUR  DU TUYAU;solén(o);ome;3;2;;;Moyen;Frequent
solénostome;BOUCHE  DU TUYAU;soléno;stome;3;3;;;Moyen;Frequent
soliflore;FLEUR  SEUL(E);soli;flore;2;1;;flore;Moyen;Moyen
solifuge;FUITE  SEUL(E);soli;fuge;2;2;;;Moyen;Moyen
soliloque;PARLEUR  SEUL(E);soli;loque;2;2;;;Moyen;Moyen
soliloquie;PAROLE  SEUL(E);soli;loquie;2;2;;;Moyen;Rare
solipède;PIED  SEUL(E);soli;pède;2;2;;;Moyen;Moyen
solitude;QUALITÉ / ÉTAT  SEUL(E);soli;tude;2;2;;;Moyen;Moyen
somatocyte;CELLULE  DU CORPS;somato;cyte;2;2;somato;;Moyen;Frequent
somatognosie;CONNAISSANCE  DU CORPS;somato;gnosie;2;2;somato;;Moyen;Frequent
somatologie;ÉTUDE  DU CORPS;somato;logie;2;1;somato;logo;Moyen;Frequent
somatologique;ÉTUDE  DU CORPS;somato;logique;2;1;somato;logo;Moyen;Frequent
somatolyse;DÉCOMPOSITION  DU CORPS;somato;lyse;2;2;somato;;Moyen;Frequent
somatométrie;MESURE  DU CORPS;somato;métrie;2;1;somato;métro (métron);Moyen;Frequent
somatométrique;MESURAGE  DU CORPS;somato;métrique;2;1;somato;métro (métron);Moyen;Frequent
somatotopie;LIEU  DU CORPS;somato;topie;2;2;somato;;Moyen;Moyen
somatotrope;ORIENTATION  DU CORPS;somato;trope;2;2;somato;trope;Moyen;Frequent
somnicide;QUI TUE  DU SOMMEIL;somni;cide;1;1;somni;;Moyen;Frequent
somnifère;PORTER  DU SOMMEIL;somni;fère;1;2;somni;;Moyen;Frequent
somniloque;PARLEUR  DU SOMMEIL;somni;loque;1;2;somni;;Moyen;Moyen
somniloquie;PAROLE  DU SOMMEIL;somni;loquie;1;2;somni;;Moyen;Rare
sonochimie;CHIMIE  DU SON;sono;chimie;1;1;sono;chimie;Moyen;Frequent
sonographie;ÉCRITURE  DU SON;sono;graphie;1;2;sono;grapho;Moyen;Frequent
sonomètre;MESUREUR  DU SON;sono;mètre;1;1;sono;métro (métron);Moyen;Frequent
sonométrie;MESURE  DU SON;sono;métrie;1;1;sono;métro (métron);Moyen;Frequent
sonométrique;MESURAGE  DU SON;sono;métrique;1;1;sono;métro (métron);Moyen;Frequent
sonothèque;RANGEMENT  DU SON;sono;thèque;1;2;sono;;Moyen;Frequent
sophiste;ADEPTE / SPÉCIALISTE  DU SAGE;soph;iste;3;2;sophia;;Moyen;Frequent
sophrologie;ÉTUDE  SAIN(E);sophro;logie;3;1;;logo;Rare;Frequent
sophrologique;ÉTUDE  SAIN(E);sophro;logique;3;1;;logo;Rare;Frequent
sophrologue;SPÉCIALISTE / DISCOURS  SAIN(E);sophro;logue;3;1;;logo;Rare;Frequent
sotériologie;ÉTUDE  DU SALUT;sotério;logie;3;1;;logo;Rare;Frequent
sotériologique;ÉTUDE  DU SALUT;sotério;logique;3;1;;logo;Rare;Frequent
spatiodynamique;MOUVEMENT  DE L'ESPACE;spatio;dynamique;2;2;;dyne;Moyen;Frequent
spatiologie;ÉTUDE  DE L'ESPACE;spatio;logie;2;1;;logo;Moyen;Frequent
spationaute;NAVIGATEUR  DE L'ESPACE;spatio;naute;2;1;;naute;Moyen;Moyen
spationautique;NAVIGATION  DE L'ESPACE;spatio;nautique;2;1;;naute;Moyen;Rare
spatioport;PASSAGE  DE L'ESPACE;spatio;port;2;3;;poros;Moyen;Moyen
spectrochimie;CHIMIE  DU SPECTRE;spectro;chimie;2;1;;chimie;Frequent;Frequent
spectrochimique;CHIMIQUE  DU SPECTRE;spectro;chimique;2;1;;chimie;Frequent;Frequent
spectrogramme;ÉCRITURE  DU SPECTRE;spectro;gramme;2;2;;gramma;Frequent;Frequent
spectrographe;QUI ÉCRIT  DU SPECTRE;spectro;graphe;2;2;;grapho;Frequent;Frequent
spectrographie;ÉCRITURE  DU SPECTRE;spectro;graphie;2;2;;grapho;Frequent;Frequent
spectrographique;ÉCRITURE  DU SPECTRE;spectro;graphique;2;2;;grapho;Frequent;Frequent
spectromètre;MESUREUR  DU SPECTRE;spectro;mètre;2;1;;métro (métron);Frequent;Frequent
spectrométrie;MESURE  DU SPECTRE;spectro;métrie;2;1;;métro (métron);Frequent;Frequent
spectrométrique;MESURAGE  DU SPECTRE;spectro;métrique;2;1;;métro (métron);Frequent;Frequent
spectroscope;VISIONNEUSE  DU SPECTRE;spectro;scope;2;1;;scope;Frequent;Frequent
spectroscopie;EXAMEN  DU SPECTRE;spectro;scopie;2;1;;scope;Frequent;Frequent
spectroscopique;EXAMEN  DU SPECTRE;spectro;scopique;2;1;;scope;Frequent;Frequent
spéléiste;ADEPTE / SPÉCIALISTE  DE LA CAVERNE;spélé;iste;2;2;;;Rare;Frequent
spéléologie;ÉTUDE  DE LA CAVERNE;spéléo;logie;2;1;;logo;Moyen;Frequent
spéléologique;ÉTUDE  DE LA CAVERNE;spéléo;logique;2;1;;logo;Moyen;Frequent
spéléologue;SPÉCIALISTE / DISCOURS  DE LA CAVERNE;spéléo;logue;2;1;;logo;Moyen;Frequent
spéléonaute;NAVIGATEUR  DE LA CAVERNE;spéléo;naute;2;1;;naute;Moyen;Moyen
spéléotomie;DÉCOUPE  DE LA CAVERNE;spéléo;tomie;2;2;;tomo;Moyen;Frequent
spermaphyte;VÉGÉTAL  DE LA SEMENCE;sperma;phyte;1;2;;;Rare;Frequent
spermathèque;RANGEMENT  DE LA SEMENCE;sperma;thèque;1;2;;;Rare;Frequent
spermatocèle;TUMEUR / HERNIE  DE LA SEMENCE;spermato;cèle;1;3;;;Moyen;Frequent
spermatocyte;CELLULE  DE LA SEMENCE;spermato;cyte;1;2;;;Moyen;Frequent
spermatogenèse;CRÉATION  DE LA SEMENCE;spermato;genèse;1;2;;gène;Moyen;Frequent
spermatogonie;PROCRÉATION  DE LA SEMENCE;spermato;gonie;1;2;;gono (gonos);Moyen;Moyen
spermatographie;ÉCRITURE  DE LA SEMENCE;spermato;graphie;1;2;;grapho;Moyen;Frequent
spermatologie;ÉTUDE  DE LA SEMENCE;spermato;logie;1;1;;logo;Moyen;Frequent
spermatophage;MANGEUR  DE LA SEMENCE;spermato;phage;1;2;;phago;Moyen;Frequent
spermatophore;PORTEUR  DE LA SEMENCE;spermato;phore;1;3;;phore;Moyen;Frequent
spermatophyte;VÉGÉTAL  DE LA SEMENCE;spermato;phyte;1;2;;;Moyen;Frequent
spermatorragie;ÉCOULEMENT  DE LA SEMENCE;spermato;rragie;1;2;;;Moyen;Frequent
spermatorrhée;ÉCOULEMENT  DE LA SEMENCE;spermato;rrhée;1;2;;;Moyen;Frequent
spermatothèque;RANGEMENT  DE LA SEMENCE;spermato;thèque;1;2;;;Moyen;Frequent
spermatozoaire;ANIMAL  DE LA SEMENCE;spermato;zoaire;1;1;;;Moyen;Frequent
spermatozoïde;ANIMAL  DE LA SEMENCE;spermato;zoïde;1;1;;;Moyen;Moyen
spermoculture;CULTURE  DE LA SEMENCE;spermo;culture;1;2;;cult;Moyen;Frequent
spermoderme;PEAU  DE LA SEMENCE;spermo;derme;1;1;;;Moyen;Frequent
spermogonie;PROCRÉATION  DE LA SEMENCE;spermo;gonie;1;2;;gono (gonos);Moyen;Moyen
spermogramme;ÉCRITURE  DE LA SEMENCE;spermo;gramme;1;2;;gramma;Moyen;Frequent
spermolithe;PIERRE  DE LA SEMENCE;spermo;lithe;1;2;;litho;Moyen;Frequent
spermophage;MANGEUR  DE LA SEMENCE;spermo;phage;1;2;;phago;Moyen;Frequent
spermophile;AMOUREUX  DE LA SEMENCE;spermo;phile;1;1;;philo;Moyen;Frequent
spermophore;PORTEUR  DE LA SEMENCE;spermo;phore;1;3;;phore;Moyen;Frequent
sphérocarpe;FRUIT  DE LA SPHÈRE;sphéro;carpe;1;3;;karpos : fruit;Moyen;Frequent
sphérocéphale;TÊTE  DE LA SPHÈRE;sphéro;céphale;1;2;;;Moyen;Frequent
sphérocère;CORNE  DE LA SPHÈRE;sphéro;cère;1;3;;cérato;Moyen;Frequent
sphérodactyle;DOIGT  DE LA SPHÈRE;sphéro;dactyle;1;2;;dactylo;Moyen;Frequent
sphéroïde;APPARENCE  DE LA SPHÈRE;sphéro;ïde;1;3;;;Moyen;Frequent
sphéromètre;MESUREUR  DE LA SPHÈRE;sphéro;mètre;1;1;;métro (métron);Moyen;Frequent
sphérométrique;MESURAGE  DE LA SPHÈRE;sphéro;métrique;1;1;;métro (métron);Moyen;Frequent
sphéroplaste;MODELEUR  DE LA SPHÈRE;sphéro;plaste;1;3;;plasmo;Moyen;Moyen
sphygmogramme;ÉCRITURE  DE LA PULSATION;sphygmo;gramme;3;2;;gramma;Moyen;Frequent
sphygmographe;QUI ÉCRIT  DE LA PULSATION;sphygmo;graphe;3;2;;grapho;Moyen;Frequent
sphygmographie;ÉCRITURE  DE LA PULSATION;sphygmo;graphie;3;2;;grapho;Moyen;Frequent
sphygmographique;ÉCRITURE  DE LA PULSATION;sphygmo;graphique;3;2;;grapho;Moyen;Frequent
sphygmologie;ÉTUDE  DE LA PULSATION;sphygmo;logie;3;1;;logo;Moyen;Frequent
sphygmomètre;MESUREUR  DE LA PULSATION;sphygmo;mètre;3;1;;métro (métron);Moyen;Frequent
sphygmoscope;VISIONNEUSE  DE LA PULSATION;sphygmo;scope;3;1;;scope;Moyen;Frequent
splénalgie;DOULEUR  DE LA RATE;splén;algie;3;2;;algos;Moyen;Frequent
splénectomie;ABLATION  DE LA RATE;splén;ectomie;3;2;;;Moyen;Frequent
splénique;À PROPOS  DE LA RATE;splén;ique;3;2;;;Moyen;Frequent
splénite;INFLAMMATION  DE LA RATE;splén;ite;3;2;;;Moyen;Frequent
splénocèle;TUMEUR / HERNIE  DE LA RATE;spléno;cèle;3;3;;;Moyen;Frequent
splénocyte;CELLULE  DE LA RATE;spléno;cyte;3;2;;;Moyen;Frequent
splénogène;GÉNÉRATEUR / ORIGINE  DE LA RATE;spléno;gène;3;2;;gène;Moyen;Frequent
splénogramme;ÉCRITURE  DE LA RATE;spléno;gramme;3;2;;gramma;Moyen;Frequent
splénographie;ÉCRITURE  DE LA RATE;spléno;graphie;3;2;;grapho;Moyen;Frequent
splénoïde;APPARENCE  DE LA RATE;spléno;ïde;3;3;;;Moyen;Frequent
splénologie;ÉTUDE  DE LA RATE;spléno;logie;3;1;;logo;Moyen;Frequent
splénome;TUMEUR  DE LA RATE;splén;ome;3;2;;;Moyen;Frequent
splénomégalie;GRANDEUR  DE LA RATE;spléno;mégalie;3;1;;mégalo;Moyen;Moyen
splénomégalique;GRANDEUR  DE LA RATE;spléno;mégalique;3;1;;mégalo;Moyen;Moyen
splénométrique;MESURAGE  DE LA RATE;spléno;métrique;3;1;;métro (métron);Moyen;Frequent
splénopathie;MALADIE  DE LA RATE;spléno;pathie;3;2;;patho (souffrance);Moyen;Frequent
splénotomie;DÉCOUPE  DE LA RATE;spléno;tomie;3;2;;tomo;Moyen;Frequent
spondylite;INFLAMMATION  DE L'ATTACHE -> DE LA VERTÈBRE;spondyl;ite;3;2;;;Rare;Frequent
spondylolyse;DÉCOMPOSITION  DE L'ATTACHE -> DE LA VERTÈBRE;spondylo;lyse;3;2;;;Moyen;Frequent
spondylopathie;MALADIE  DE L'ATTACHE -> DE LA VERTÈBRE;spondylo;pathie;3;2;;patho (souffrance);Moyen;Frequent
spondyloptose;CHUTE  DE L'ATTACHE -> DE LA VERTÈBRE;spondylo;ptose;3;3;;;Moyen;Frequent
spondylothérapie;MÉDECINE  DE L'ATTACHE -> DE LA VERTÈBRE;spondylo;thérapie;3;1;;thérapie;Moyen;Frequent
spondylozoaire;ANIMAL  DE L'ATTACHE -> DE LA VERTÈBRE;spondylo;zoaire;3;1;;;Moyen;Frequent
spongiculteur;CULTIVATEUR  DE L'ÉPONGE;spongi;culteur;2;2;spongia;cult;Moyen;Moyen
spongiculture;CULTURE  DE L'ÉPONGE;spongi;culture;2;2;spongia;cult;Moyen;Frequent
spongieuse;AGENTE / QUALITÉ  DE L'ÉPONGE;spongi;euse;2;2;spongia;;Moyen;Frequent
spongieux;AGENT / QUALITÉ  DE L'ÉPONGE;spongi;eux;2;2;spongia;;Moyen;Frequent
spongiforme;FORME  DE L'ÉPONGE;spongi;forme;2;1;spongia;forme;Moyen;Frequent
spongioblaste;GERME  DE L'ÉPONGE;spongio;blaste;2;3;spongia;;Rare;Frequent
sporocarpe;FRUIT  DE L'ENSEMENCEMENT / DE LA DISSÉMINATION / DE LA DISPERSION;sporo;carpe;2;3;;karpos : fruit;Moyen;Frequent
sporocyste;VESSIE -> VÉSICULE  DE L'ENSEMENCEMENT / DE LA DISSÉMINATION / DE LA DISPERSION;sporo;cyste;2;3;;;Moyen;Moyen
sporogone;PROCRÉATION  DE L'ENSEMENCEMENT / DE LA DISSÉMINATION / DE LA DISPERSION;sporo;gone;2;2;;gono (gonos);Moyen;Frequent
sporogonie;PROCRÉATION  DE L'ENSEMENCEMENT / DE LA DISSÉMINATION / DE LA DISPERSION;sporo;gonie;2;2;;gono (gonos);Moyen;Moyen
sporologie;ÉTUDE  DE L'ENSEMENCEMENT / DE LA DISSÉMINATION / DE LA DISPERSION;sporo;logie;2;1;;logo;Moyen;Frequent
sporophore;PORTEUR  DE L'ENSEMENCEMENT / DE LA DISSÉMINATION / DE LA DISPERSION;sporo;phore;2;3;;phore;Moyen;Frequent
sporophyte;VÉGÉTAL  DE L'ENSEMENCEMENT / DE LA DISSÉMINATION / DE LA DISPERSION;sporo;phyte;2;2;;;Moyen;Frequent
sporozoaire;ANIMAL  DE L'ENSEMENCEMENT / DE LA DISSÉMINATION / DE LA DISPERSION;sporo;zoaire;2;1;;;Moyen;Frequent
staphylococcie;GRAINE -> BACTÉRIE  EN GRAPPE;staphylo;coccie;3;3;;;Moyen;Moyen
staphylococcique;GRAINE -> BACTÉRIE  EN GRAPPE;staphylo;coccique;3;3;;;Moyen;Moyen
staphylocoque;GRAINE -> BACTÉRIE  EN GRAPPE;staphylo;coque;3;3;;;Moyen;Moyen
staphylome;TUMEUR  EN GRAPPE;staphyl(o);ome;3;2;;;Moyen;Frequent
staphyloplastie;FAÇONNEMENT  EN GRAPPE;staphylo;plastie;3;3;;plasmo;Moyen;Frequent
staphylorraphie;SUTURE  EN GRAPPE;staphylo;rraphie;3;3;;;Moyen;Moyen
staphylotomie;DÉCOUPE  EN GRAPPE;staphylo;tomie;3;2;;tomo;Moyen;Frequent
statocratie;GOUVERNANCE  DE L'ÉTAT;stato;cratie;2;1;status (état);crate;Moyen;Frequent
statocratique;GOUVERNANCE  DE L'ÉTAT;stato;cratique;2;1;status (état);crate;Moyen;Frequent
statocyste;VESSIE -> VÉSICULE  IMMOBILE;stato;cyste;2;3;statos;;Moyen;Moyen
statolâtrie;SERVITEUR -> MERCENAIRE -> ADORATION  DE L'ÉTAT;stato;lâtrie;2;2;status (état);lâtre;Moyen;Moyen
